i	j	kin	ibd0	ibd1	ibd2
{"s":"NA19119"}	{"s":"NA19239"}	-4.0631e-03	1.0452e+00	-7.4212e-02	2.8980e-02
{"s":"NA19119"}	{"s":"NA19240"}	-7.5732e-03	1.0313e+00	-3.2248e-02	9.7764e-04
{"s":"NA19120"}	{"s":"NA19127"}	1.2354e-03	9.9705e-01	9.6686e-04	1.9874e-03
{"s":"NA19120"}	{"s":"NA19128"}	-9.5719e-03	1.0654e+00	-9.2543e-02	2.7128e-02
{"s":"NA19120"}	{"s":"NA19129"}	-3.7844e-03	1.0158e+00	-1.6422e-02	6.4198e-04
{"s":"NA19120"}	{"s":"NA19130"}	-8.2588e-03	1.0642e+00	-9.5439e-02	3.1202e-02
{"s":"NA19120"}	{"s":"NA19131"}	-2.2164e-02	1.0919e+00	-9.5224e-02	3.2837e-03
{"s":"NA19120"}	{"s":"NA19132"}	-1.9646e-02	1.0822e+00	-8.5825e-02	3.6211e-03
{"s":"NA19120"}	{"s":"NA19137"}	-5.4002e-03	1.0258e+00	-3.0063e-02	4.2313e-03
{"s":"NA19120"}	{"s":"NA19138"}	-2.0102e-03	1.0368e+00	-6.5584e-02	2.8772e-02
{"s":"NA19120"}	{"s":"NA19139"}	-4.6566e-03	1.0498e+00	-8.0929e-02	3.1151e-02
{"s":"NA19120"}	{"s":"NA19140"}	-5.2023e-03	1.0215e+00	-2.2281e-02	7.3605e-04
{"s":"NA19120"}	{"s":"NA19141"}	5.5035e-03	1.0075e+00	-3.6962e-02	2.9488e-02
{"s":"NA19120"}	{"s":"NA19142"}	-2.7263e-05	1.0262e+00	-5.2337e-02	2.6114e-02
{"s":"NA19120"}	{"s":"NA19143"}	-5.7154e-03	1.0257e+00	-2.8606e-02	2.8722e-03
{"s":"NA19120"}	{"s":"NA19144"}	-8.2376e-03	1.0646e+00	-9.6316e-02	3.1683e-02
{"s":"NA19120"}	{"s":"NA19145"}	-8.6568e-03	1.0638e+00	-9.3035e-02	2.9204e-02
{"s":"NA19120"}	{"s":"NA19152"}	-2.6350e-03	1.0114e+00	-1.2196e-02	8.2802e-04
{"s":"NA19120"}	{"s":"NA19153"}	-1.9894e-02	1.1146e+00	-1.4957e-01	3.4999e-02
{"s":"NA19120"}	{"s":"NA19154"}	-1.3898e-02	1.0830e+00	-1.1033e-01	2.7371e-02
{"s":"NA19120"}	{"s":"NA19159"}	-1.9502e-02	1.0831e+00	-8.8286e-02	5.1384e-03
{"s":"NA19120"}	{"s":"NA19160"}	-1.1287e-02	1.0758e+00	-1.0647e-01	3.0659e-02
{"s":"NA19120"}	{"s":"NA19161"}	-2.0442e-02	1.1131e+00	-1.4446e-01	3.1344e-02
{"s":"NA19120"}	{"s":"NA19171"}	-1.0798e-02	1.0697e+00	-9.6191e-02	2.6499e-02
{"s":"NA19120"}	{"s":"NA19172"}	-1.0121e-02	1.0438e+00	-4.7129e-02	3.3218e-03
{"s":"NA19120"}	{"s":"NA19173"}	-1.3536e-02	1.0866e+00	-1.1903e-01	3.2442e-02
{"s":"NA19120"}	{"s":"NA19192"}	-1.1581e-02	1.0800e+00	-1.1365e-01	3.3665e-02
{"s":"NA19120"}	{"s":"NA19193"}	-1.7033e-02	1.0729e+00	-7.7575e-02	4.7212e-03
{"s":"NA19120"}	{"s":"NA19194"}	-1.8498e-02	1.1043e+00	-1.3454e-01	3.0276e-02
{"s":"NA19120"}	{"s":"NA19200"}	-8.9301e-03	1.0672e+00	-9.8662e-02	3.1471e-02
{"s":"NA19120"}	{"s":"NA19201"}	-1.8952e-02	1.0767e+00	-7.7529e-02	8.6046e-04
{"s":"NA19120"}	{"s":"NA19202"}	-1.7507e-02	1.0661e+00	-6.2220e-02	-3.9034e-03
{"s":"NA19120"}	{"s":"NA19203"}	-1.5630e-02	1.0903e+00	-1.1808e-01	2.7782e-02
{"s":"NA19120"}	{"s":"NA19204"}	-1.0003e-02	1.0376e+00	-3.5194e-02	-2.4097e-03
{"s":"NA19120"}	{"s":"NA19205"}	-1.6497e-02	1.0951e+00	-1.2416e-01	2.9087e-02
{"s":"NA19120"}	{"s":"NA19206"}	-8.9963e-03	1.0400e+00	-4.4071e-02	4.0430e-03
{"s":"NA19120"}	{"s":"NA19207"}	-7.5015e-03	1.0622e+00	-9.4447e-02	3.2220e-02
{"s":"NA19120"}	{"s":"NA19208"}	-9.6742e-03	1.0757e+00	-1.1280e-01	3.7053e-02
{"s":"NA19120"}	{"s":"NA19209"}	-4.9554e-03	1.0208e+00	-2.1816e-02	9.9699e-04
{"s":"NA19120"}	{"s":"NA19210"}	-1.1487e-02	1.0774e+00	-1.0893e-01	3.1491e-02
{"s":"NA19120"}	{"s":"NA19211"}	-1.5050e-02	1.0912e+00	-1.2221e-01	3.1003e-02
{"s":"NA19120"}	{"s":"NA19221"}	-1.8751e-02	1.0816e+00	-8.8251e-02	6.6230e-03
{"s":"NA19120"}	{"s":"NA19222"}	-1.6579e-02	1.0655e+00	-6.4708e-02	-8.0382e-04
{"s":"NA19120"}	{"s":"NA19223"}	-1.4118e-02	1.0919e+00	-1.2731e-01	3.5422e-02
{"s":"NA19120"}	{"s":"NA19238"}	-1.3154e-02	1.0512e+00	-4.9737e-02	-1.4397e-03
{"s":"NA19120"}	{"s":"NA19239"}	5.2713e-04	1.0261e+00	-5.4210e-02	2.8159e-02
{"s":"NA19120"}	{"s":"NA19240"}	-8.4333e-03	1.0359e+00	-3.8158e-02	2.2127e-03
{"s":"NA19127"}	{"s":"NA19128"}	-2.6562e-02	1.1117e+00	-1.1714e-01	5.4481e-03
{"s":"NA19127"}	{"s":"NA19129"}	2.1220e-01	1.1357e-02	1.0148e+00	-2.6155e-02
{"s":"NA19127"}	{"s":"NA19130"}	-1.7263e-02	1.0688e+00	-6.8470e-02	-2.9110e-04
{"s":"NA19127"}	{"s":"NA19131"}	1.7390e-02	9.3374e-01	6.2954e-02	3.3033e-03
{"s":"NA19127"}	{"s":"NA19132"}	-1.7185e-03	1.0076e+00	-8.3228e-03	7.2442e-04
{"s":"NA19127"}	{"s":"NA19137"}	-2.2944e-02	1.0936e+00	-9.5433e-02	1.8285e-03
{"s":"NA19127"}	{"s":"NA19138"}	-2.2558e-02	1.0943e+00	-9.8406e-02	4.0875e-03
{"s":"NA19127"}	{"s":"NA19139"}	-3.0009e-02	1.1261e+00	-1.3213e-01	6.0450e-03
{"s":"NA19127"}	{"s":"NA19140"}	-1.7068e-02	1.0707e+00	-7.3092e-02	2.4106e-03
{"s":"NA19127"}	{"s":"NA19141"}	-3.4842e-02	1.1426e+00	-1.4580e-01	3.2156e-03
{"s":"NA19127"}	{"s":"NA19142"}	-3.3627e-02	1.1424e+00	-1.5038e-01	7.9350e-03
{"s":"NA19127"}	{"s":"NA19143"}	-1.3779e-02	1.0589e+00	-6.2739e-02	3.8120e-03
{"s":"NA19127"}	{"s":"NA19144"}	-4.1903e-03	1.0204e+00	-2.4097e-02	3.6681e-03
{"s":"NA19127"}	{"s":"NA19145"}	-1.1216e-02	1.0463e+00	-4.7659e-02	1.3978e-03
{"s":"NA19127"}	{"s":"NA19152"}	-1.7251e-02	1.0709e+00	-7.2809e-02	1.9028e-03
{"s":"NA19127"}	{"s":"NA19153"}	8.8978e-03	9.6662e-01	3.1163e-02	2.2141e-03
{"s":"NA19127"}	{"s":"NA19154"}	-7.2248e-03	1.0315e+00	-3.4174e-02	2.6375e-03
{"s":"NA19127"}	{"s":"NA19159"}	-9.1128e-05	9.9942e-01	1.5159e-03	-9.4021e-04
{"s":"NA19127"}	{"s":"NA19160"}	-7.5681e-03	1.0294e+00	-2.8509e-02	-8.8174e-04
{"s":"NA19127"}	{"s":"NA19161"}	-5.7026e-03	1.0251e+00	-2.7307e-02	2.2484e-03
{"s":"NA19127"}	{"s":"NA19171"}	8.9701e-03	9.6482e-01	3.4474e-02	7.0307e-04
{"s":"NA19127"}	{"s":"NA19172"}	-5.6705e-03	1.0238e+00	-2.4839e-02	1.0784e-03
{"s":"NA19127"}	{"s":"NA19173"}	9.5777e-05	1.0016e+00	-3.6037e-03	1.9934e-03
{"s":"NA19127"}	{"s":"NA19192"}	-1.3832e-02	1.0565e+00	-5.7753e-02	1.2125e-03
{"s":"NA19127"}	{"s":"NA19193"}	3.1549e-03	9.8874e-01	9.8976e-03	1.3611e-03
{"s":"NA19127"}	{"s":"NA19194"}	-6.1210e-03	1.0285e+00	-3.2549e-02	4.0322e-03
{"s":"NA19127"}	{"s":"NA19200"}	-1.0842e-02	1.0435e+00	-4.3646e-02	1.3829e-04
{"s":"NA19127"}	{"s":"NA19201"}	-8.9044e-03	1.0358e+00	-3.5888e-02	1.3521e-04
{"s":"NA19127"}	{"s":"NA19202"}	-1.7703e-02	1.0725e+00	-7.4114e-02	1.6499e-03
{"s":"NA19127"}	{"s":"NA19203"}	1.0415e-02	9.5694e-01	4.4469e-02	-1.4046e-03
{"s":"NA19127"}	{"s":"NA19204"}	1.7007e-02	9.3163e-01	6.8720e-02	-3.4594e-04
{"s":"NA19127"}	{"s":"NA19205"}	1.5947e-02	9.3860e-01	5.9002e-02	2.3937e-03
{"s":"NA19127"}	{"s":"NA19206"}	-2.5193e-03	1.0077e+00	-5.2297e-03	-2.4238e-03
{"s":"NA19127"}	{"s":"NA19207"}	-6.4262e-03	1.0247e+00	-2.3640e-02	-1.0324e-03
{"s":"NA19127"}	{"s":"NA19208"}	-8.1190e-03	1.0318e+00	-3.1120e-02	-6.7799e-04
{"s":"NA19127"}	{"s":"NA19209"}	-6.1395e-03	1.0265e+00	-2.8533e-02	1.9873e-03
{"s":"NA19127"}	{"s":"NA19210"}	5.3353e-03	9.8336e-01	1.1947e-02	4.6973e-03
{"s":"NA19127"}	{"s":"NA19211"}	-8.5646e-04	1.0028e+00	-2.2382e-03	-5.9381e-04
{"s":"NA19127"}	{"s":"NA19221"}	-3.3278e-03	1.0113e+00	-9.3660e-03	-1.9725e-03
{"s":"NA19127"}	{"s":"NA19222"}	-6.2424e-03	1.0248e+00	-2.4653e-02	-1.5835e-04
{"s":"NA19127"}	{"s":"NA19223"}	3.4936e-03	9.8820e-01	9.6189e-03	2.1777e-03
{"s":"NA19127"}	{"s":"NA19238"}	-1.4353e-03	1.0072e+00	-8.6961e-03	1.4774e-03
{"s":"NA19127"}	{"s":"NA19239"}	-1.1698e-02	1.0453e+00	-4.3780e-02	-1.5050e-03
{"s":"NA19127"}	{"s":"NA19240"}	-5.7908e-03	1.0254e+00	-2.7659e-02	2.2482e-03
{"s":"NA19128"}	{"s":"NA19129"}	2.3349e-01	1.2117e-02	1.0015e+00	-1.3614e-02
{"s":"NA19128"}	{"s":"NA19130"}	-1.5448e-02	1.0877e+00	-1.1357e-01	2.5890e-02
{"s":"NA19128"}	{"s":"NA19131"}	3.5969e-04	1.0019e+00	-5.1625e-03	3.3006e-03
{"s":"NA19128"}	{"s":"NA19132"}	-1.0153e-02	1.0423e+00	-4.4067e-02	1.7276e-03
{"s":"NA19128"}	{"s":"NA19137"}	-1.3948e-02	1.0575e+00	-5.9179e-02	1.6934e-03
{"s":"NA19128"}	{"s":"NA19138"}	-6.8921e-03	1.0627e+00	-9.7916e-02	3.5174e-02
{"s":"NA19128"}	{"s":"NA19139"}	-1.0945e-02	1.0717e+00	-9.9533e-02	2.7876e-02
{"s":"NA19128"}	{"s":"NA19140"}	-8.8799e-03	1.0372e+00	-3.8891e-02	1.6856e-03
{"s":"NA19128"}	{"s":"NA19141"}	-9.6816e-03	1.0665e+00	-9.4279e-02	2.7776e-02
{"s":"NA19128"}	{"s":"NA19142"}	-1.3954e-02	1.0851e+00	-1.1440e-01	2.9295e-02
{"s":"NA19128"}	{"s":"NA19143"}	-9.1622e-03	1.0373e+00	-3.7979e-02	6.6511e-04
{"s":"NA19128"}	{"s":"NA19144"}	-1.1392e-03	1.0356e+00	-6.6743e-02	3.1093e-02
{"s":"NA19128"}	{"s":"NA19145"}	-6.5087e-03	1.0560e+00	-8.6032e-02	2.9998e-02
{"s":"NA19128"}	{"s":"NA19152"}	-5.5593e-03	1.0162e+00	-1.0112e-02	-6.0625e-03
{"s":"NA19128"}	{"s":"NA19153"}	-1.8420e-03	1.0364e+00	-6.5346e-02	2.8989e-02
{"s":"NA19128"}	{"s":"NA19154"}	-4.4100e-03	1.0442e+00	-7.0694e-02	2.6527e-02
{"s":"NA19128"}	{"s":"NA19159"}	-1.0626e-02	1.0413e+00	-4.0165e-02	-1.1686e-03
{"s":"NA19128"}	{"s":"NA19160"}	-9.6295e-03	1.0688e+00	-9.9004e-02	3.0243e-02
{"s":"NA19128"}	{"s":"NA19161"}	-1.6805e-02	1.0955e+00	-1.2368e-01	2.8232e-02
{"s":"NA19128"}	{"s":"NA19171"}	5.6721e-03	1.0084e+00	-3.9425e-02	3.1057e-02
{"s":"NA19128"}	{"s":"NA19172"}	-7.4725e-03	1.0321e+00	-3.4390e-02	2.2500e-03
{"s":"NA19128"}	{"s":"NA19173"}	-1.4015e-03	1.0376e+00	-6.9548e-02	3.1971e-02
{"s":"NA19128"}	{"s":"NA19192"}	-1.2761e-02	1.0783e+00	-1.0561e-01	2.7285e-02
{"s":"NA19128"}	{"s":"NA19193"}	-1.0647e-02	1.0434e+00	-4.4273e-02	8.4350e-04
{"s":"NA19128"}	{"s":"NA19194"}	-1.6623e-02	1.0947e+00	-1.2298e-01	2.8245e-02
{"s":"NA19128"}	{"s":"NA19200"}	-1.7138e-02	1.0964e+00	-1.2415e-01	2.7800e-02
{"s":"NA19128"}	{"s":"NA19201"}	-2.1574e-02	1.0943e+00	-1.0228e-01	7.9914e-03
{"s":"NA19128"}	{"s":"NA19202"}	-2.8332e-02	1.1125e+00	-1.1161e-01	-8.5923e-04
{"s":"NA19128"}	{"s":"NA19203"}	2.9242e-03	1.0181e+00	-4.7817e-02	2.9757e-02
{"s":"NA19128"}	{"s":"NA19204"}	1.2556e-02	9.4758e-01	5.4619e-02	-2.1981e-03
{"s":"NA19128"}	{"s":"NA19205"}	1.2973e-02	9.8038e-01	-1.2650e-02	3.2270e-02
{"s":"NA19128"}	{"s":"NA19206"}	-3.3515e-03	1.0122e+00	-1.1057e-02	-1.1747e-03
{"s":"NA19128"}	{"s":"NA19207"}	1.9179e-03	1.0239e+00	-5.5441e-02	3.1556e-02
{"s":"NA19128"}	{"s":"NA19208"}	-1.9257e-03	1.0373e+00	-6.6951e-02	2.9624e-02
{"s":"NA19128"}	{"s":"NA19209"}	4.0940e-03	9.8561e-01	1.2412e-02	1.9821e-03
{"s":"NA19128"}	{"s":"NA19210"}	1.0287e-03	1.0298e+00	-6.3792e-02	3.3953e-02
{"s":"NA19128"}	{"s":"NA19211"}	4.8210e-03	1.0131e+00	-4.5538e-02	3.2411e-02
{"s":"NA19128"}	{"s":"NA19221"}	-1.2554e-02	1.0493e+00	-4.8451e-02	-8.8341e-04
{"s":"NA19128"}	{"s":"NA19222"}	-1.3439e-02	1.0571e+00	-6.0404e-02	3.3249e-03
{"s":"NA19128"}	{"s":"NA19223"}	-4.2640e-03	1.0464e+00	-7.5800e-02	2.9372e-02
{"s":"NA19128"}	{"s":"NA19238"}	1.0517e-02	9.6245e-01	3.3038e-02	4.5150e-03
{"s":"NA19128"}	{"s":"NA19239"}	6.6969e-03	1.0029e+00	-3.2606e-02	2.9697e-02
{"s":"NA19128"}	{"s":"NA19240"}	1.0498e-02	9.5858e-01	4.0841e-02	5.7610e-04
{"s":"NA19129"}	{"s":"NA19130"}	-2.3619e-02	1.0938e+00	-9.3119e-02	-6.7842e-04
{"s":"NA19129"}	{"s":"NA19131"}	1.1821e-02	9.5637e-01	3.9968e-02	3.6583e-03
{"s":"NA19129"}	{"s":"NA19132"}	-9.3801e-03	1.0381e+00	-3.8765e-02	6.2212e-04
{"s":"NA19129"}	{"s":"NA19137"}	-2.3087e-02	1.0924e+00	-9.2443e-02	4.8601e-05
{"s":"NA19129"}	{"s":"NA19138"}	-2.0912e-02	1.0871e+00	-9.0570e-02	3.4601e-03
{"s":"NA19129"}	{"s":"NA19139"}	-2.6102e-02	1.1038e+00	-1.0320e-01	-6.0445e-04
{"s":"NA19129"}	{"s":"NA19140"}	-1.7616e-02	1.0710e+00	-7.1503e-02	5.1862e-04
{"s":"NA19129"}	{"s":"NA19141"}	-3.0618e-02	1.1279e+00	-1.3327e-01	5.3974e-03
{"s":"NA19129"}	{"s":"NA19142"}	-2.9025e-02	1.1147e+00	-1.1323e-01	-1.4342e-03
{"s":"NA19129"}	{"s":"NA19143"}	-1.6766e-02	1.0662e+00	-6.5423e-02	-8.2118e-04
{"s":"NA19129"}	{"s":"NA19144"}	-1.3228e-03	1.0026e+00	1.7781e-04	-2.7346e-03
{"s":"NA19129"}	{"s":"NA19145"}	-8.6824e-03	1.0338e+00	-3.2865e-02	-9.3227e-04
{"s":"NA19129"}	{"s":"NA19152"}	-1.7466e-02	1.0721e+00	-7.4336e-02	2.2355e-03
{"s":"NA19129"}	{"s":"NA19153"}	4.6300e-03	9.8184e-01	1.7795e-02	3.6246e-04
{"s":"NA19129"}	{"s":"NA19154"}	-9.0718e-03	1.0394e+00	-4.2435e-02	3.0739e-03
{"s":"NA19129"}	{"s":"NA19159"}	-8.8006e-03	1.0331e+00	-3.0987e-02	-2.1076e-03
{"s":"NA19129"}	{"s":"NA19160"}	-8.9798e-03	1.0374e+00	-3.8955e-02	1.5178e-03
{"s":"NA19129"}	{"s":"NA19161"}	-1.3129e-02	1.0554e+00	-5.8214e-02	2.8485e-03
{"s":"NA19129"}	{"s":"NA19171"}	9.6752e-03	9.6201e-01	3.7282e-02	7.0930e-04
{"s":"NA19129"}	{"s":"NA19172"}	-1.0070e-02	1.0403e+00	-4.0302e-02	1.1734e-05
{"s":"NA19129"}	{"s":"NA19173"}	-2.0847e-03	1.0144e+00	-2.0509e-02	6.0852e-03
{"s":"NA19129"}	{"s":"NA19192"}	-1.6695e-02	1.0635e+00	-6.0165e-02	-3.3077e-03
{"s":"NA19129"}	{"s":"NA19193"}	-7.3588e-03	1.0290e+00	-2.8621e-02	-4.0699e-04
{"s":"NA19129"}	{"s":"NA19194"}	-1.4674e-02	1.0619e+00	-6.5078e-02	3.1916e-03
{"s":"NA19129"}	{"s":"NA19200"}	-1.7038e-02	1.0661e+00	-6.4083e-02	-2.0348e-03
{"s":"NA19129"}	{"s":"NA19201"}	-2.1434e-02	1.0885e+00	-9.1345e-02	2.8053e-03
{"s":"NA19129"}	{"s":"NA19202"}	-2.5861e-02	1.1060e+00	-1.0865e-01	2.6003e-03
{"s":"NA19129"}	{"s":"NA19203"}	5.8634e-03	9.7588e-01	2.4784e-02	-6.6515e-04
{"s":"NA19129"}	{"s":"NA19204"}	2.0365e-02	9.2057e-01	7.7407e-02	2.0272e-03
{"s":"NA19129"}	{"s":"NA19205"}	1.5360e-02	9.3974e-01	5.9074e-02	1.1824e-03
{"s":"NA19129"}	{"s":"NA19206"}	-2.9176e-03	1.0098e+00	-8.0131e-03	-1.8286e-03
{"s":"NA19129"}	{"s":"NA19207"}	-3.6676e-03	1.0186e+00	-2.2606e-02	3.9678e-03
{"s":"NA19129"}	{"s":"NA19208"}	-6.8904e-03	1.0291e+00	-3.0659e-02	1.5486e-03
{"s":"NA19129"}	{"s":"NA19209"}	-2.1149e-03	1.0061e+00	-3.7104e-03	-2.3747e-03
{"s":"NA19129"}	{"s":"NA19210"}	3.1694e-03	9.8724e-01	1.2833e-02	-7.7448e-05
{"s":"NA19129"}	{"s":"NA19211"}	2.5212e-03	9.9214e-01	5.6264e-03	2.2293e-03
{"s":"NA19129"}	{"s":"NA19221"}	-1.0178e-02	1.0466e+00	-5.2403e-02	5.8453e-03
{"s":"NA19129"}	{"s":"NA19222"}	-1.6244e-02	1.0642e+00	-6.3499e-02	-7.3850e-04
{"s":"NA19129"}	{"s":"NA19223"}	3.2858e-04	9.9395e-01	1.0786e-02	-4.7361e-03
{"s":"NA19129"}	{"s":"NA19238"}	7.3742e-03	9.6957e-01	3.1365e-02	-9.3391e-04
{"s":"NA19129"}	{"s":"NA19239"}	-4.1279e-03	1.0213e+00	-2.6046e-02	4.7670e-03
{"s":"NA19129"}	{"s":"NA19240"}	3.0999e-03	9.8896e-01	9.6744e-03	1.3626e-03
{"s":"NA19130"}	{"s":"NA19131"}	-7.5412e-03	1.0319e+00	-3.3691e-02	1.7628e-03
{"s":"NA19130"}	{"s":"NA19132"}	2.5272e-01	9.5399e-03	9.8311e-01	7.3513e-03
{"s":"NA19130"}	{"s":"NA19137"}	-1.4325e-02	1.0573e+00	-5.7311e-02	5.0824e-06
{"s":"NA19130"}	{"s":"NA19138"}	-1.2830e-02	1.0827e+00	-1.1406e-01	3.1371e-02
{"s":"NA19130"}	{"s":"NA19139"}	-1.7586e-02	1.1027e+00	-1.3497e-01	3.2315e-02
{"s":"NA19130"}	{"s":"NA19140"}	-1.2620e-02	1.0544e+00	-5.8420e-02	3.9704e-03
{"s":"NA19130"}	{"s":"NA19141"}	-1.6390e-02	1.0986e+00	-1.3166e-01	3.3053e-02
{"s":"NA19130"}	{"s":"NA19142"}	-2.1967e-02	1.1136e+00	-1.3937e-01	2.5750e-02
{"s":"NA19130"}	{"s":"NA19143"}	-1.1542e-02	1.0494e+00	-5.2718e-02	3.2742e-03
{"s":"NA19130"}	{"s":"NA19144"}	-7.8752e-03	1.0652e+00	-9.8940e-02	3.3720e-02
{"s":"NA19130"}	{"s":"NA19145"}	-1.2948e-02	1.0861e+00	-1.2040e-01	3.4301e-02
{"s":"NA19130"}	{"s":"NA19152"}	-1.3030e-02	1.0522e+00	-5.2225e-02	5.1947e-05
{"s":"NA19130"}	{"s":"NA19153"}	-6.3605e-03	1.0658e+00	-1.0621e-01	4.0385e-02
{"s":"NA19130"}	{"s":"NA19154"}	-1.4059e-02	1.0820e+00	-1.0767e-01	2.5716e-02
{"s":"NA19130"}	{"s":"NA19159"}	-9.5640e-03	1.0421e+00	-4.5957e-02	3.8507e-03
{"s":"NA19130"}	{"s":"NA19160"}	-5.5349e-03	1.0497e+00	-7.7231e-02	2.7546e-02
{"s":"NA19130"}	{"s":"NA19161"}	-1.2169e-02	1.0807e+00	-1.1281e-01	3.2067e-02
{"s":"NA19130"}	{"s":"NA19171"}	-6.2307e-03	1.0560e+00	-8.7009e-02	3.1043e-02
{"s":"NA19130"}	{"s":"NA19172"}	-1.1703e-02	1.0467e+00	-4.6661e-02	-7.6678e-05
{"s":"NA19130"}	{"s":"NA19173"}	-1.0583e-02	1.0710e+00	-9.9649e-02	2.8659e-02
{"s":"NA19130"}	{"s":"NA19192"}	1.2410e-01	5.5986e-01	3.8388e-01	5.6255e-02
{"s":"NA19130"}	{"s":"NA19193"}	-5.0015e-03	1.0143e+00	-8.6694e-03	-5.6683e-03
{"s":"NA19130"}	{"s":"NA19194"}	5.3268e-02	8.1898e-01	1.4896e-01	3.2055e-02
{"s":"NA19130"}	{"s":"NA19200"}	-1.0294e-02	1.0686e+00	-9.5999e-02	2.7412e-02
{"s":"NA19130"}	{"s":"NA19201"}	-9.6560e-03	1.0402e+00	-4.1856e-02	1.6162e-03
{"s":"NA19130"}	{"s":"NA19202"}	-1.4644e-02	1.0581e+00	-5.7602e-02	-4.8689e-04
{"s":"NA19130"}	{"s":"NA19203"}	-5.4533e-03	1.0541e+00	-8.6476e-02	3.2331e-02
{"s":"NA19130"}	{"s":"NA19204"}	-4.7342e-03	1.0229e+00	-2.6806e-02	3.9344e-03
{"s":"NA19130"}	{"s":"NA19205"}	-3.0447e-03	1.0442e+00	-7.6147e-02	3.1984e-02
{"s":"NA19130"}	{"s":"NA19206"}	-1.2431e-02	1.0549e+00	-6.0047e-02	5.1618e-03
{"s":"NA19130"}	{"s":"NA19207"}	-8.8980e-03	1.0695e+00	-1.0349e-01	3.3950e-02
{"s":"NA19130"}	{"s":"NA19208"}	-1.6067e-02	1.0991e+00	-1.3398e-01	3.4858e-02
{"s":"NA19130"}	{"s":"NA19209"}	-8.5775e-03	1.0348e+00	-3.5237e-02	4.6355e-04
{"s":"NA19130"}	{"s":"NA19210"}	-8.3745e-03	1.0645e+00	-9.5439e-02	3.0970e-02
{"s":"NA19130"}	{"s":"NA19211"}	-1.1303e-02	1.0823e+00	-1.1932e-01	3.7054e-02
{"s":"NA19130"}	{"s":"NA19221"}	-1.1814e-02	1.0506e+00	-5.3968e-02	3.3552e-03
{"s":"NA19130"}	{"s":"NA19222"}	-9.7004e-03	1.0414e+00	-4.3923e-02	2.5608e-03
{"s":"NA19130"}	{"s":"NA19223"}	-9.0698e-03	1.0690e+00	-1.0168e-01	3.2702e-02
{"s":"NA19130"}	{"s":"NA19238"}	-1.3386e-02	1.0564e+00	-5.9195e-02	2.8263e-03
{"s":"NA19130"}	{"s":"NA19239"}	-8.8209e-03	1.0674e+00	-9.9423e-02	3.2069e-02
{"s":"NA19130"}	{"s":"NA19240"}	-1.4817e-02	1.0651e+00	-7.0932e-02	5.8317e-03
{"s":"NA19131"}	{"s":"NA19132"}	2.3018e-01	1.1139e-02	9.9986e-01	-1.1003e-02
{"s":"NA19131"}	{"s":"NA19137"}	5.4594e-03	9.8306e-01	1.2049e-02	4.8941e-03
{"s":"NA19131"}	{"s":"NA19138"}	4.6635e-03	9.7901e-01	2.3322e-02	-2.3340e-03
{"s":"NA19131"}	{"s":"NA19139"}	7.3043e-03	9.7418e-01	2.2430e-02	3.3935e-03
{"s":"NA19131"}	{"s":"NA19140"}	3.5379e-03	9.8530e-01	1.5245e-02	-5.4659e-04
{"s":"NA19131"}	{"s":"NA19141"}	2.3555e-02	9.0564e-01	9.4504e-02	-1.4270e-04
{"s":"NA19131"}	{"s":"NA19142"}	1.9856e-02	9.2346e-01	7.3650e-02	2.8860e-03
{"s":"NA19131"}	{"s":"NA19143"}	1.4122e-03	9.9491e-01	4.5377e-03	5.5551e-04
{"s":"NA19131"}	{"s":"NA19144"}	-3.1508e-04	1.0024e+00	-3.4909e-03	1.1153e-03
{"s":"NA19131"}	{"s":"NA19145"}	-5.7629e-04	1.0038e+00	-5.2316e-03	1.4632e-03
{"s":"NA19131"}	{"s":"NA19152"}	9.5098e-03	9.6408e-01	3.3794e-02	2.1225e-03
{"s":"NA19131"}	{"s":"NA19153"}	-2.1733e-02	1.0914e+00	-9.5928e-02	4.4990e-03
{"s":"NA19131"}	{"s":"NA19154"}	-6.0246e-03	1.0216e+00	-1.9028e-02	-2.5350e-03
{"s":"NA19131"}	{"s":"NA19159"}	-1.6580e-02	1.0641e+00	-6.1930e-02	-2.1940e-03
{"s":"NA19131"}	{"s":"NA19160"}	-1.1176e-02	1.0441e+00	-4.3465e-02	-6.2042e-04
{"s":"NA19131"}	{"s":"NA19161"}	-1.7874e-02	1.0735e+00	-7.5415e-02	1.9593e-03
{"s":"NA19131"}	{"s":"NA19171"}	-1.5171e-02	1.0618e+00	-6.2938e-02	1.1268e-03
{"s":"NA19131"}	{"s":"NA19172"}	-8.3721e-03	1.0347e+00	-3.5963e-02	1.2373e-03
{"s":"NA19131"}	{"s":"NA19173"}	-1.4273e-02	1.0606e+00	-6.4165e-02	3.5360e-03
{"s":"NA19131"}	{"s":"NA19192"}	-1.0877e-02	1.0475e+00	-5.1450e-02	3.9710e-03
{"s":"NA19131"}	{"s":"NA19193"}	-1.7999e-02	1.0726e+00	-7.3274e-02	6.4023e-04
{"s":"NA19131"}	{"s":"NA19194"}	-2.1293e-02	1.0868e+00	-8.8434e-02	1.6304e-03
{"s":"NA19131"}	{"s":"NA19200"}	-1.0503e-02	1.0394e+00	-3.6728e-02	-2.6414e-03
{"s":"NA19131"}	{"s":"NA19201"}	-2.3448e-02	1.0969e+00	-1.0001e-01	3.1087e-03
