i	j	kin	ibd0	ibd1	ibd2
{"s":"NA18522"}	{"s":"NA19172"}	-1.1394e-02	1.0449e+00	-4.4151e-02	-7.1160e-04
{"s":"NA18522"}	{"s":"NA19173"}	-1.1259e-02	1.0764e+00	-1.0779e-01	3.1374e-02
{"s":"NA18522"}	{"s":"NA19192"}	-9.3138e-03	1.0668e+00	-9.6336e-02	2.9541e-02
{"s":"NA18522"}	{"s":"NA19193"}	-2.1774e-02	1.0906e+00	-9.4184e-02	3.5446e-03
{"s":"NA18522"}	{"s":"NA19194"}	-2.1295e-02	1.1225e+00	-1.5981e-01	3.7314e-02
{"s":"NA18522"}	{"s":"NA19200"}	-2.0247e-02	1.1128e+00	-1.4464e-01	3.1826e-02
{"s":"NA18522"}	{"s":"NA19201"}	-3.9114e-02	1.1577e+00	-1.5904e-01	1.2937e-03
{"s":"NA18522"}	{"s":"NA19202"}	-3.7240e-02	1.1509e+00	-1.5284e-01	1.9386e-03
{"s":"NA18522"}	{"s":"NA19203"}	-1.7991e-02	1.1097e+00	-1.4734e-01	3.7688e-02
{"s":"NA18522"}	{"s":"NA19204"}	6.1523e-04	9.9838e-01	7.8142e-04	8.3976e-04
{"s":"NA18522"}	{"s":"NA19205"}	-8.7512e-03	1.0685e+00	-1.0193e-01	3.3463e-02
{"s":"NA18522"}	{"s":"NA19206"}	-4.3132e-03	1.0185e+00	-1.9797e-02	1.2721e-03
{"s":"NA18522"}	{"s":"NA19207"}	4.8792e-03	1.0152e+00	-4.9924e-02	3.4721e-02
{"s":"NA18522"}	{"s":"NA19208"}	-9.5931e-04	1.0377e+00	-7.1630e-02	3.3896e-02
{"s":"NA18522"}	{"s":"NA19209"}	1.1641e-02	9.5426e-01	4.4909e-02	8.2748e-04
{"s":"NA18522"}	{"s":"NA19210"}	-3.6607e-03	1.0459e+00	-7.7205e-02	3.1281e-02
{"s":"NA18522"}	{"s":"NA19211"}	7.6366e-03	1.0027e+00	-3.5981e-02	3.3264e-02
{"s":"NA18522"}	{"s":"NA19221"}	-2.7161e-02	1.1112e+00	-1.1375e-01	2.5544e-03
{"s":"NA18522"}	{"s":"NA19222"}	-1.7745e-02	1.0698e+00	-6.8657e-02	-1.1626e-03
{"s":"NA18522"}	{"s":"NA19223"}	-1.7222e-02	1.0987e+00	-1.2852e-01	2.9818e-02
{"s":"NA18522"}	{"s":"NA19238"}	1.2777e-02	9.4820e-01	5.2486e-02	-6.8808e-04
{"s":"NA18522"}	{"s":"NA19239"}	2.2121e-02	9.4142e-01	2.8681e-02	2.9901e-02
{"s":"NA18522"}	{"s":"NA19240"}	2.2682e-02	9.1207e-01	8.5125e-02	2.8007e-03
{"s":"NA18523"}	{"s":"NA18852"}	-9.2585e-03	1.0378e+00	-3.8632e-02	7.9914e-04
{"s":"NA18523"}	{"s":"NA18853"}	-3.0089e-03	1.0123e+00	-1.2613e-02	2.8881e-04
{"s":"NA18523"}	{"s":"NA18854"}	-1.0951e-02	1.0424e+00	-4.1074e-02	-1.3659e-03
{"s":"NA18523"}	{"s":"NA18855"}	1.7876e-03	9.9712e-01	-1.3949e-03	4.2726e-03
{"s":"NA18523"}	{"s":"NA18856"}	-6.7208e-03	1.0225e+00	-1.8137e-02	-4.3733e-03
{"s":"NA18523"}	{"s":"NA18857"}	-3.9719e-03	1.0169e+00	-1.7955e-02	1.0336e-03
{"s":"NA18523"}	{"s":"NA18858"}	-2.1262e-02	1.0876e+00	-9.0206e-02	2.5797e-03
{"s":"NA18523"}	{"s":"NA18859"}	-2.1868e-02	1.0871e+00	-8.6698e-02	-3.8650e-04
{"s":"NA18523"}	{"s":"NA18860"}	-2.9420e-02	1.1168e+00	-1.1586e-01	-9.0973e-04
{"s":"NA18523"}	{"s":"NA18861"}	-6.4167e-03	1.0309e+00	-3.6091e-02	5.2122e-03
{"s":"NA18523"}	{"s":"NA18862"}	-6.5797e-03	1.0291e+00	-3.1930e-02	2.8055e-03
{"s":"NA18523"}	{"s":"NA18863"}	-9.0918e-03	1.0390e+00	-4.1602e-02	2.6176e-03
{"s":"NA18523"}	{"s":"NA18870"}	-2.6488e-02	1.1039e+00	-1.0176e-01	-2.0961e-03
{"s":"NA18523"}	{"s":"NA18871"}	-2.0500e-02	1.0870e+00	-9.1945e-02	4.9721e-03
{"s":"NA18523"}	{"s":"NA18872"}	-3.2824e-02	1.1317e+00	-1.3202e-01	3.5968e-04
{"s":"NA18523"}	{"s":"NA18912"}	-1.0355e-02	1.0446e+00	-4.7820e-02	3.2005e-03
{"s":"NA18523"}	{"s":"NA18913"}	-1.4309e-02	1.0604e+00	-6.3544e-02	3.1532e-03
{"s":"NA18523"}	{"s":"NA18914"}	-1.7403e-02	1.0710e+00	-7.2316e-02	1.3520e-03
{"s":"NA18523"}	{"s":"NA19092"}	2.7819e-02	8.9200e-01	1.0472e-01	3.2809e-03
{"s":"NA18523"}	{"s":"NA19093"}	1.8544e-02	9.3339e-01	5.9037e-02	7.5691e-03
{"s":"NA18523"}	{"s":"NA19094"}	3.5997e-02	8.6515e-01	1.2572e-01	9.1358e-03
{"s":"NA18523"}	{"s":"NA19098"}	-6.9378e-03	1.0304e+00	-3.3077e-02	2.6629e-03
{"s":"NA18523"}	{"s":"NA19099"}	-1.1313e-02	1.0467e+00	-4.8216e-02	1.4818e-03
{"s":"NA18523"}	{"s":"NA19100"}	-7.6742e-03	1.0263e+00	-2.1892e-02	-4.4022e-03
{"s":"NA18523"}	{"s":"NA19101"}	3.1849e-02	8.7664e-01	1.1932e-01	4.0386e-03
{"s":"NA18523"}	{"s":"NA19102"}	-1.8278e-02	1.0806e+00	-8.8024e-02	7.4564e-03
{"s":"NA18523"}	{"s":"NA19103"}	7.9021e-03	9.6656e-01	3.5264e-02	-1.8277e-03
{"s":"NA18523"}	{"s":"NA19116"}	-2.0984e-02	1.0866e+00	-8.9245e-02	2.6538e-03
{"s":"NA18523"}	{"s":"NA19119"}	-8.8821e-03	1.0336e+00	-3.1769e-02	-1.8795e-03
{"s":"NA18523"}	{"s":"NA19120"}	-2.1658e-02	1.0883e+00	-9.0055e-02	1.7112e-03
{"s":"NA18523"}	{"s":"NA19127"}	2.1118e-02	9.2088e-01	7.3763e-02	5.3539e-03
{"s":"NA18523"}	{"s":"NA19128"}	1.0671e-03	9.9782e-01	8.2524e-05	2.0929e-03
{"s":"NA18523"}	{"s":"NA19129"}	1.3999e-02	9.4320e-01	5.7597e-02	-7.9975e-04
{"s":"NA18523"}	{"s":"NA19130"}	-2.4444e-03	1.0078e+00	-5.8494e-03	-1.9640e-03
{"s":"NA18523"}	{"s":"NA19131"}	-2.8841e-02	1.1185e+00	-1.2156e-01	3.0975e-03
{"s":"NA18523"}	{"s":"NA19132"}	-2.3652e-02	1.0945e+00	-9.4403e-02	-1.0271e-04
{"s":"NA18523"}	{"s":"NA19137"}	6.9874e-03	9.7155e-01	2.8956e-02	-5.0313e-04
{"s":"NA18523"}	{"s":"NA19138"}	6.4884e-03	9.7014e-01	3.3760e-02	-3.9033e-03
{"s":"NA18523"}	{"s":"NA19139"}	7.8330e-03	9.7134e-01	2.5982e-02	2.6750e-03
{"s":"NA18523"}	{"s":"NA19140"}	-1.8329e-03	1.0100e+00	-1.2700e-02	2.6842e-03
{"s":"NA18523"}	{"s":"NA19141"}	2.1835e-02	9.0974e-01	9.3183e-02	-2.9221e-03
{"s":"NA18523"}	{"s":"NA19142"}	1.0325e-02	9.5770e-01	4.3293e-02	-9.9600e-04
{"s":"NA18523"}	{"s":"NA19143"}	1.5762e-03	9.8979e-01	1.4124e-02	-3.9095e-03
{"s":"NA18523"}	{"s":"NA19144"}	-8.2440e-03	1.0291e+00	-2.5224e-02	-3.8761e-03
{"s":"NA18523"}	{"s":"NA19145"}	-5.6205e-03	1.0277e+00	-3.2938e-02	5.2280e-03
{"s":"NA18523"}	{"s":"NA19152"}	4.1467e-03	9.8121e-01	2.0998e-02	-2.2055e-03
{"s":"NA18523"}	{"s":"NA19153"}	-2.2648e-02	1.0913e+00	-9.1912e-02	6.5958e-04
{"s":"NA18523"}	{"s":"NA19154"}	-1.4578e-02	1.0585e+00	-5.8670e-02	1.7932e-04
{"s":"NA18523"}	{"s":"NA19159"}	-1.3886e-02	1.0616e+00	-6.7716e-02	6.0857e-03
{"s":"NA18523"}	{"s":"NA19160"}	-4.5024e-03	1.0210e+00	-2.4025e-02	3.0077e-03
{"s":"NA18523"}	{"s":"NA19161"}	-1.6101e-02	1.0639e+00	-6.3320e-02	-5.4250e-04
{"s":"NA18523"}	{"s":"NA19171"}	-1.1006e-02	1.0447e+00	-4.5338e-02	6.5735e-04
{"s":"NA18523"}	{"s":"NA19172"}	-6.6275e-03	1.0295e+00	-3.2463e-02	2.9764e-03
{"s":"NA18523"}	{"s":"NA19173"}	-1.3160e-02	1.0511e+00	-4.9513e-02	-1.5643e-03
{"s":"NA18523"}	{"s":"NA19192"}	-9.2154e-03	1.0393e+00	-4.1779e-02	2.4587e-03
{"s":"NA18523"}	{"s":"NA19193"}	-1.6980e-02	1.0685e+00	-6.8992e-02	5.3570e-04
{"s":"NA18523"}	{"s":"NA19194"}	-1.6812e-02	1.0686e+00	-6.9937e-02	1.3446e-03
{"s":"NA18523"}	{"s":"NA19200"}	-8.0075e-03	1.0349e+00	-3.7755e-02	2.8625e-03
{"s":"NA18523"}	{"s":"NA19201"}	-1.9473e-02	1.0807e+00	-8.3603e-02	2.8562e-03
{"s":"NA18523"}	{"s":"NA19202"}	-1.7085e-02	1.0731e+00	-7.7839e-02	4.7492e-03
{"s":"NA18523"}	{"s":"NA19203"}	-2.1160e-02	1.0864e+00	-8.8067e-02	1.7137e-03
{"s":"NA18523"}	{"s":"NA19204"}	-1.8118e-02	1.0717e+00	-7.0885e-02	-7.9369e-04
{"s":"NA18523"}	{"s":"NA19205"}	-2.6220e-02	1.1077e+00	-1.1045e-01	2.7846e-03
{"s":"NA18523"}	{"s":"NA19206"}	-9.8976e-03	1.0418e+00	-4.4075e-02	2.2424e-03
{"s":"NA18523"}	{"s":"NA19207"}	-4.7960e-03	1.0190e+00	-1.8913e-02	-1.3573e-04
{"s":"NA18523"}	{"s":"NA19208"}	-1.1644e-02	1.0480e+00	-4.9444e-02	1.4340e-03
{"s":"NA18523"}	{"s":"NA19209"}	-5.5745e-03	1.0242e+00	-2.6157e-02	1.9297e-03
{"s":"NA18523"}	{"s":"NA19210"}	-9.7801e-03	1.0385e+00	-3.7797e-02	-6.6160e-04
{"s":"NA18523"}	{"s":"NA19211"}	-1.1965e-02	1.0467e+00	-4.5557e-02	-1.1518e-03
{"s":"NA18523"}	{"s":"NA19221"}	-1.8500e-02	1.0820e+00	-8.9924e-02	7.9608e-03
{"s":"NA18523"}	{"s":"NA19222"}	-9.6320e-03	1.0394e+00	-4.0192e-02	8.3184e-04
{"s":"NA18523"}	{"s":"NA19223"}	-1.7942e-02	1.0730e+00	-7.4168e-02	1.1997e-03
{"s":"NA18523"}	{"s":"NA19238"}	-1.4597e-02	1.0561e+00	-5.3713e-02	-2.3385e-03
{"s":"NA18523"}	{"s":"NA19239"}	-1.7846e-03	1.0061e+00	-4.9977e-03	-1.0703e-03
{"s":"NA18523"}	{"s":"NA19240"}	-1.1700e-02	1.0450e+00	-4.3103e-02	-1.8493e-03
{"s":"NA18852"}	{"s":"NA18853"}	-6.5867e-03	1.0283e+00	-3.0158e-02	1.9056e-03
{"s":"NA18852"}	{"s":"NA18854"}	2.5005e-01	1.1970e-02	9.8393e-01	4.0956e-03
{"s":"NA18852"}	{"s":"NA18855"}	-1.0588e-02	1.0449e+00	-4.7542e-02	2.5950e-03
{"s":"NA18852"}	{"s":"NA18856"}	-6.9917e-03	1.0264e+00	-2.4772e-02	-1.5973e-03
{"s":"NA18852"}	{"s":"NA18857"}	-1.0711e-02	1.0482e+00	-5.3651e-02	5.4040e-03
{"s":"NA18852"}	{"s":"NA18858"}	-1.2104e-02	1.0479e+00	-4.7472e-02	-4.7107e-04
{"s":"NA18852"}	{"s":"NA18859"}	-1.2236e-02	1.0521e+00	-5.5283e-02	3.1701e-03
{"s":"NA18852"}	{"s":"NA18860"}	-1.7345e-02	1.0705e+00	-7.1664e-02	1.1421e-03
{"s":"NA18852"}	{"s":"NA18861"}	-1.0802e-02	1.0417e+00	-4.0184e-02	-1.5122e-03
{"s":"NA18852"}	{"s":"NA18862"}	-4.8772e-03	1.0215e+00	-2.3566e-02	2.0285e-03
{"s":"NA18852"}	{"s":"NA18863"}	-1.2267e-02	1.0500e+00	-5.0886e-02	9.0837e-04
{"s":"NA18852"}	{"s":"NA18870"}	-7.7311e-03	1.0277e+00	-2.4434e-02	-3.2450e-03
{"s":"NA18852"}	{"s":"NA18871"}	-1.3895e-02	1.0546e+00	-5.3666e-02	-9.5634e-04
{"s":"NA18852"}	{"s":"NA18872"}	-1.4099e-02	1.0583e+00	-6.0201e-02	1.9027e-03
{"s":"NA18852"}	{"s":"NA18912"}	-4.7599e-03	1.0195e+00	-2.0013e-02	4.8665e-04
{"s":"NA18852"}	{"s":"NA18913"}	-1.1759e-02	1.0469e+00	-4.6778e-02	-1.2916e-04
{"s":"NA18852"}	{"s":"NA18914"}	-1.1623e-02	1.0499e+00	-5.3243e-02	3.3752e-03
{"s":"NA18852"}	{"s":"NA19092"}	-6.0324e-03	1.0220e+00	-1.9816e-02	-2.1570e-03
{"s":"NA18852"}	{"s":"NA19093"}	-8.3836e-03	1.0327e+00	-3.1818e-02	-8.5845e-04
{"s":"NA18852"}	{"s":"NA19094"}	-1.0951e-02	1.0411e+00	-3.8366e-02	-2.7183e-03
{"s":"NA18852"}	{"s":"NA19098"}	-9.8823e-03	1.0433e+00	-4.7082e-02	3.7765e-03
{"s":"NA18852"}	{"s":"NA19099"}	-1.7127e-02	1.0695e+00	-7.0591e-02	1.0407e-03
{"s":"NA18852"}	{"s":"NA19100"}	-1.5641e-02	1.0738e+00	-8.5047e-02	1.1241e-02
{"s":"NA18852"}	{"s":"NA19101"}	-6.9003e-03	1.0317e+00	-3.5740e-02	4.0693e-03
{"s":"NA18852"}	{"s":"NA19102"}	-1.1486e-02	1.0458e+00	-4.5702e-02	-1.2024e-04
{"s":"NA18852"}	{"s":"NA19103"}	-1.3305e-02	1.0561e+00	-5.8963e-02	2.8707e-03
{"s":"NA18852"}	{"s":"NA19116"}	-9.7429e-03	1.0352e+00	-3.1465e-02	-3.7534e-03
{"s":"NA18852"}	{"s":"NA19119"}	-9.4643e-03	1.0426e+00	-4.7263e-02	4.7028e-03
{"s":"NA18852"}	{"s":"NA19120"}	-1.4349e-02	1.0596e+00	-6.1853e-02	2.2288e-03
{"s":"NA18852"}	{"s":"NA19127"}	-9.2995e-03	1.0386e+00	-4.0037e-02	1.4195e-03
{"s":"NA18852"}	{"s":"NA19128"}	-1.0984e-02	1.0463e+00	-4.8758e-02	2.4116e-03
{"s":"NA18852"}	{"s":"NA19129"}	-1.2845e-02	1.0532e+00	-5.4990e-02	1.8046e-03
{"s":"NA18852"}	{"s":"NA19130"}	-1.0460e-02	1.0445e+00	-4.7202e-02	2.6812e-03
{"s":"NA18852"}	{"s":"NA19131"}	-1.0559e-02	1.0425e+00	-4.2825e-02	2.9437e-04
{"s":"NA18852"}	{"s":"NA19132"}	-1.2670e-02	1.0506e+00	-5.0520e-02	-8.0868e-05
{"s":"NA18852"}	{"s":"NA19137"}	-6.1926e-03	1.0234e+00	-2.2102e-02	-1.3340e-03
{"s":"NA18852"}	{"s":"NA19138"}	-6.7359e-03	1.0331e+00	-3.9331e-02	6.1934e-03
{"s":"NA18852"}	{"s":"NA19139"}	-6.8443e-03	1.0260e+00	-2.4715e-02	-1.3310e-03
{"s":"NA18852"}	{"s":"NA19140"}	-5.7180e-03	1.0218e+00	-2.0741e-02	-1.0654e-03
{"s":"NA18852"}	{"s":"NA19141"}	1.4279e-03	9.9700e-01	2.8218e-04	2.7147e-03
{"s":"NA18852"}	{"s":"NA19142"}	-5.4794e-03	1.0201e+00	-1.8351e-02	-1.7831e-03
{"s":"NA18852"}	{"s":"NA19143"}	-4.6399e-03	1.0242e+00	-2.9879e-02	5.6596e-03
{"s":"NA18852"}	{"s":"NA19144"}	-8.8153e-04	9.9926e-01	5.0128e-03	-4.2694e-03
{"s":"NA18852"}	{"s":"NA19145"}	-5.5075e-03	1.0256e+00	-2.9191e-02	3.5804e-03
{"s":"NA18852"}	{"s":"NA19152"}	-3.4293e-03	1.0124e+00	-1.1018e-02	-1.3493e-03
{"s":"NA18852"}	{"s":"NA19153"}	-1.0636e-02	1.0438e+00	-4.4971e-02	1.2138e-03
{"s":"NA18852"}	{"s":"NA19154"}	-1.0059e-02	1.0413e+00	-4.2357e-02	1.0597e-03
{"s":"NA18852"}	{"s":"NA19159"}	-9.6179e-03	1.0401e+00	-4.1691e-02	1.6098e-03
{"s":"NA18852"}	{"s":"NA19160"}	-9.6824e-03	1.0382e+00	-3.7583e-02	-5.7337e-04
{"s":"NA18852"}	{"s":"NA19161"}	-1.1934e-02	1.0480e+00	-4.8356e-02	3.0887e-04
{"s":"NA18852"}	{"s":"NA19171"}	-3.7379e-04	1.0028e+00	-4.0849e-03	1.2948e-03
{"s":"NA18852"}	{"s":"NA19172"}	-5.2200e-03	1.0254e+00	-2.9841e-02	4.4804e-03
{"s":"NA18852"}	{"s":"NA19173"}	-6.2111e-03	1.0264e+00	-2.8033e-02	1.5945e-03
{"s":"NA18852"}	{"s":"NA19192"}	-1.0459e-02	1.0429e+00	-4.3959e-02	1.0619e-03
{"s":"NA18852"}	{"s":"NA19193"}	-1.1264e-02	1.0481e+00	-5.1079e-02	3.0119e-03
{"s":"NA18852"}	{"s":"NA19194"}	-1.3619e-02	1.0586e+00	-6.2641e-02	4.0818e-03
{"s":"NA18852"}	{"s":"NA19200"}	-8.5568e-03	1.0363e+00	-3.8421e-02	2.0967e-03
{"s":"NA18852"}	{"s":"NA19201"}	-1.4979e-02	1.0619e+00	-6.3889e-02	1.9870e-03
{"s":"NA18852"}	{"s":"NA19202"}	-1.4819e-02	1.0636e+00	-6.7961e-02	4.3428e-03
{"s":"NA18852"}	{"s":"NA19203"}	-7.4594e-03	1.0333e+00	-3.6819e-02	3.4905e-03
{"s":"NA18852"}	{"s":"NA19204"}	-4.0957e-03	1.0167e+00	-1.7080e-02	3.4874e-04
{"s":"NA18852"}	{"s":"NA19205"}	-8.3833e-03	1.0370e+00	-4.0448e-02	3.4575e-03
{"s":"NA18852"}	{"s":"NA19206"}	-5.0276e-03	1.0217e+00	-2.3231e-02	1.5603e-03
{"s":"NA18852"}	{"s":"NA19207"}	-2.2288e-03	1.0111e+00	-1.3299e-02	2.1919e-03
{"s":"NA18852"}	{"s":"NA19208"}	-4.9142e-03	1.0236e+00	-2.7631e-02	3.9869e-03
{"s":"NA18852"}	{"s":"NA19209"}	-2.2156e-03	1.0097e+00	-1.0547e-02	8.4208e-04
{"s":"NA18852"}	{"s":"NA19210"}	-3.9415e-03	1.0179e+00	-1.9982e-02	2.1080e-03
{"s":"NA18852"}	{"s":"NA19211"}	-3.1969e-03	1.0190e+00	-2.5189e-02	6.2008e-03
{"s":"NA18852"}	{"s":"NA19221"}	-1.6181e-02	1.0652e+00	-6.5743e-02	5.0867e-04
{"s":"NA18852"}	{"s":"NA19222"}	-1.3224e-02	1.0532e+00	-5.3438e-02	2.7152e-04
{"s":"NA18852"}	{"s":"NA19223"}	-7.1753e-03	1.0325e+00	-3.6291e-02	3.7948e-03
{"s":"NA18852"}	{"s":"NA19238"}	-8.0268e-03	1.0316e+00	-3.1083e-02	-5.1228e-04
{"s":"NA18852"}	{"s":"NA19239"}	-3.9500e-03	1.0171e+00	-1.8462e-02	1.3311e-03
{"s":"NA18852"}	{"s":"NA19240"}	-7.2054e-03	1.0320e+00	-3.5263e-02	3.2205e-03
{"s":"NA18853"}	{"s":"NA18854"}	2.3338e-01	1.6794e-01	8.0454e-01	2.7524e-02
{"s":"NA18853"}	{"s":"NA18855"}	-7.3386e-03	1.0262e+00	-2.3004e-02	-3.1753e-03
{"s":"NA18853"}	{"s":"NA18856"}	-6.9815e-03	1.0580e+00	-8.8059e-02	3.0066e-02
{"s":"NA18853"}	{"s":"NA18857"}	-1.0656e-02	1.0744e+00	-1.0613e-01	3.1755e-02
{"s":"NA18853"}	{"s":"NA18858"}	-3.7235e-03	1.0149e+00	-1.4974e-02	4.0002e-05
{"s":"NA18853"}	{"s":"NA18859"}	-5.5976e-03	1.0550e+00	-8.7657e-02	3.2633e-02
{"s":"NA18853"}	{"s":"NA18860"}	-7.7755e-03	1.0679e+00	-1.0463e-01	3.6763e-02
{"s":"NA18853"}	{"s":"NA18861"}	-7.8027e-03	1.0376e+00	-4.4038e-02	6.4136e-03
{"s":"NA18853"}	{"s":"NA18862"}	-5.6575e-03	1.0498e+00	-7.6972e-02	2.7171e-02
{"s":"NA18853"}	{"s":"NA18863"}	-7.5611e-03	1.0602e+00	-9.0252e-02	3.0003e-02
{"s":"NA18853"}	{"s":"NA18870"}	-4.1743e-03	1.0148e+00	-1.2914e-02	-1.8914e-03
{"s":"NA18853"}	{"s":"NA18871"}	-1.6566e-03	1.0406e+00	-7.4583e-02	3.3978e-02
{"s":"NA18853"}	{"s":"NA18872"}	-4.7123e-03	1.0504e+00	-8.1978e-02	3.1565e-02
{"s":"NA18853"}	{"s":"NA18912"}	-4.6920e-03	1.0180e+00	-1.7140e-02	-8.1400e-04
{"s":"NA18853"}	{"s":"NA18913"}	-1.4739e-02	1.0835e+00	-1.0812e-01	2.4580e-02
{"s":"NA18853"}	{"s":"NA18914"}	-1.4131e-02	1.0865e+00	-1.1652e-01	2.9995e-02
{"s":"NA18853"}	{"s":"NA19092"}	-1.2967e-02	1.0874e+00	-1.2288e-01	3.5505e-02
{"s":"NA18853"}	{"s":"NA19093"}	-1.0521e-02	1.0406e+00	-3.9134e-02	-1.4761e-03
{"s":"NA18853"}	{"s":"NA19094"}	-1.6879e-02	1.0672e+00	-6.6936e-02	-2.9036e-04
{"s":"NA18853"}	{"s":"NA19098"}	-7.8770e-03	1.0589e+00	-8.6369e-02	2.7431e-02
{"s":"NA18853"}	{"s":"NA19099"}	-1.2647e-03	1.0090e+00	-1.2942e-02	3.9416e-03
{"s":"NA18853"}	{"s":"NA19100"}	-7.2184e-03	1.0310e+00	-3.3150e-02	2.1380e-03
{"s":"NA18853"}	{"s":"NA19101"}	-1.4869e-02	1.0909e+00	-1.2232e-01	3.1424e-02
{"s":"NA18853"}	{"s":"NA19102"}	-5.6682e-03	1.0277e+00	-3.2631e-02	4.9790e-03
{"s":"NA18853"}	{"s":"NA19103"}	-1.0533e-02	1.0753e+00	-1.0854e-01	3.3204e-02
{"s":"NA18853"}	{"s":"NA19116"}	-7.1695e-03	1.0286e+00	-2.8470e-02	-1.0384e-04
{"s":"NA18853"}	{"s":"NA19119"}	-6.6194e-03	1.0576e+00	-8.8661e-02	3.1092e-02
{"s":"NA18853"}	{"s":"NA19120"}	-9.3382e-03	1.0616e+00	-8.5907e-02	2.4277e-02
{"s":"NA18853"}	{"s":"NA19127"}	-1.2080e-02	1.0506e+00	-5.2933e-02	2.3070e-03
{"s":"NA18853"}	{"s":"NA19128"}	-1.2321e-02	1.0758e+00	-1.0226e-01	2.6489e-02
{"s":"NA18853"}	{"s":"NA19129"}	-1.5172e-02	1.0618e+00	-6.2886e-02	1.0989e-03
{"s":"NA18853"}	{"s":"NA19130"}	-1.0970e-02	1.0714e+00	-9.8985e-02	2.7553e-02
{"s":"NA18853"}	{"s":"NA19131"}	-1.1819e-03	1.0058e+00	-6.7896e-03	1.0309e-03
{"s":"NA18853"}	{"s":"NA19132"}	-6.2582e-03	1.0290e+00	-3.2868e-02	3.9178e-03
{"s":"NA18853"}	{"s":"NA19137"}	-9.6106e-03	1.0382e+00	-3.7889e-02	-2.7687e-04
{"s":"NA18853"}	{"s":"NA19138"}	-1.1472e-02	1.0753e+00	-1.0473e-01	2.9419e-02
{"s":"NA18853"}	{"s":"NA19139"}	-1.4236e-02	1.0934e+00	-1.2981e-01	3.6432e-02
{"s":"NA18853"}	{"s":"NA19140"}	-9.7009e-03	1.0428e+00	-4.6729e-02	3.9628e-03
{"s":"NA18853"}	{"s":"NA19141"}	-1.3237e-02	1.0834e+00	-1.1389e-01	3.0471e-02
{"s":"NA18853"}	{"s":"NA19142"}	-1.8118e-02	1.1024e+00	-1.3237e-01	2.9949e-02
{"s":"NA18853"}	{"s":"NA19143"}	-7.2327e-03	1.0307e+00	-3.2482e-02	1.7753e-03
{"s":"NA18853"}	{"s":"NA19144"}	-8.9946e-03	1.0644e+00	-9.2818e-02	2.8420e-02
{"s":"NA18853"}	{"s":"NA19145"}	-1.4179e-02	1.0879e+00	-1.1917e-01	3.1224e-02
{"s":"NA18853"}	{"s":"NA19152"}	-1.2354e-02	1.0479e+00	-4.6346e-02	-1.5352e-03
{"s":"NA18853"}	{"s":"NA19153"}	-7.4167e-03	1.0585e+00	-8.7261e-02	2.8797e-02
{"s":"NA18853"}	{"s":"NA19154"}	-1.3633e-02	1.0780e+00	-1.0156e-01	2.3512e-02
{"s":"NA18853"}	{"s":"NA19159"}	-4.4490e-03	1.0237e+00	-2.9551e-02	5.8775e-03
{"s":"NA18853"}	{"s":"NA19160"}	-7.2697e-03	1.0556e+00	-8.2204e-02	2.6563e-02
{"s":"NA18853"}	{"s":"NA19161"}	-7.6558e-03	1.0589e+00	-8.7190e-02	2.8283e-02
{"s":"NA18853"}	{"s":"NA19171"}	-4.8175e-03	1.0482e+00	-7.7180e-02	2.8955e-02
{"s":"NA18853"}	{"s":"NA19172"}	-8.2418e-03	1.0328e+00	-3.2675e-02	-1.4596e-04
{"s":"NA18853"}	{"s":"NA19173"}	-8.8267e-03	1.0696e+00	-1.0383e-01	3.4262e-02
{"s":"NA18853"}	{"s":"NA19192"}	-1.1770e-02	1.0749e+00	-1.0265e-01	2.7788e-02
{"s":"NA18853"}	{"s":"NA19193"}	-1.0355e-02	1.0422e+00	-4.2979e-02	7.7952e-04
{"s":"NA18853"}	{"s":"NA19194"}	-1.4960e-02	1.0940e+00	-1.2816e-01	3.4159e-02
{"s":"NA18853"}	{"s":"NA19200"}	-6.6787e-03	1.0555e+00	-8.4299e-02	2.8792e-02
{"s":"NA18853"}	{"s":"NA19201"}	-4.3826e-03	1.0150e+00	-1.2543e-02	-2.4938e-03
{"s":"NA18853"}	{"s":"NA19202"}	-7.7891e-03	1.0321e+00	-3.3102e-02	9.7295e-04
{"s":"NA18853"}	{"s":"NA19203"}	-7.9335e-03	1.0610e+00	-9.0170e-02	2.9218e-02
{"s":"NA18853"}	{"s":"NA19204"}	-4.4305e-03	1.0148e+00	-1.1932e-02	-2.8951e-03
{"s":"NA18853"}	{"s":"NA19205"}	-8.6304e-03	1.0658e+00	-9.7173e-02	3.1326e-02
{"s":"NA18853"}	{"s":"NA19206"}	-8.9440e-03	1.0349e+00	-3.4100e-02	-8.3784e-04
{"s":"NA18853"}	{"s":"NA19207"}	-8.8315e-03	1.0614e+00	-8.7449e-02	2.6061e-02
{"s":"NA18853"}	{"s":"NA19208"}	-1.0895e-02	1.0782e+00	-1.1290e-01	3.4661e-02
{"s":"NA18853"}	{"s":"NA19209"}	-6.2419e-03	1.0262e+00	-2.7478e-02	1.2550e-03
{"s":"NA18853"}	{"s":"NA19210"}	-5.3760e-03	1.0531e+00	-8.4683e-02	3.1590e-02
{"s":"NA18853"}	{"s":"NA19211"}	-9.9856e-03	1.0668e+00	-9.3580e-02	2.6819e-02
{"s":"NA18853"}	{"s":"NA19221"}	-7.0299e-03	1.0288e+00	-2.9477e-02	6.7873e-04
